customer_id,trans_date,tran_amount
CS2330,10/12/2014,37
CS2113,8/30/2014,91
CS2137,10/19/2012,99
CS3530,6/9/2014,104
CS3685,6/8/2012,83
CS6088,2/1/2015,77
CS3371,11/11/2011,83
CS1537,11/5/2014,53
CS3896,9/14/2013,78
CS5228,12/22/2013,36
CS2038,10/13/2011,35
CS3290,7/6/2012,36
CS5122,1/7/2013,59
CS2373,4/28/2012,83
CS1579,12/8/2013,105
CS5288,2/24/2015,74
CS1275,12/10/2012,97
CS2621,4/15/2014,99
CS2394,12/14/2012,50
CS4861,6/20/2012,100
CS3975,12/11/2011,36
CS4570,1/18/2014,69
CS1644,1/1/2014,86
CS5631,5/12/2014,53
CS1529,11/24/2014,52
CS6042,8/23/2014,42
CS1458,1/12/2013,74
CS1799,11/23/2011,82
CS1401,8/17/2013,40
CS3315,8/11/2013,93
CS2647,7/13/2012,42
CS2652,11/20/2014,70
CS4103,1/20/2012,84
CS1187,4/27/2012,46
CS3356,10/12/2013,63
CS1851,2/14/2015,71
CS2451,9/8/2011,52
CS2298,9/5/2011,84
CS1303,3/28/2012,67
CS1467,6/25/2013,71
CS1682,9/30/2014,91
CS2767,3/17/2014,97
CS1644,2/12/2012,40
CS4092,7/6/2011,90
CS1135,4/15/2014,63
CS2816,9/25/2014,47
CS3023,5/15/2013,76
CS5831,2/14/2015,81
CS3104,5/23/2011,78
CS4688,6/22/2014,80
CS1306,8/23/2014,85
CS2359,3/16/2013,65
CS5090,12/28/2011,86
CS4852,6/12/2013,93
CS5175,10/24/2013,38
CS5064,9/20/2013,85
CS2876,12/25/2012,49
CS1354,5/11/2013,89
CS5007,10/14/2011,92
CS5647,1/22/2015,101
CS3537,11/30/2011,41
CS5229,7/3/2012,41
CS2637,8/8/2011,101
CS3285,7/20/2014,64
CS5929,2/6/2015,64
CS4879,2/7/2015,74
CS3264,6/15/2011,103
CS1499,8/9/2011,41
CS3469,6/5/2011,78
CS3016,1/10/2013,73
CS4141,9/23/2013,81
CS4803,10/7/2013,73
CS4335,12/23/2014,83
CS3607,10/23/2011,45
CS1729,2/26/2013,81
CS5470,11/27/2014,43
CS3406,9/25/2011,66
CS2892,4/8/2014,90
CS5931,11/8/2014,44
CS1564,8/28/2012,86
CS3605,8/13/2014,86
CS3219,8/13/2014,35
CS4301,12/18/2014,98
CS2782,5/4/2014,98
CS3793,10/12/2013,71
CS2057,12/26/2014,70
CS5793,2/8/2013,68
CS3448,1/31/2015,48
CS2308,10/17/2012,91
CS3879,10/31/2013,71
CS2739,3/22/2012,63
CS4788,12/15/2011,38
CS2488,1/21/2014,62
CS3240,5/13/2012,99
CS5001,11/26/2014,58
CS3163,11/13/2012,92
CS3705,9/27/2011,43
CS2615,7/10/2011,80
CS1758,8/23/2013,44
CS4266,4/4/2014,61
CS5292,11/11/2013,84
CS1344,8/30/2012,83
CS3952,8/24/2014,80
CS1227,10/23/2011,46
CS5976,10/13/2014,64
CS3324,1/21/2012,35
CS3529,2/12/2014,83
CS1870,8/27/2014,81
CS5679,8/9/2012,77
CS2317,10/24/2012,82
CS2736,11/17/2014,67
CS2489,5/6/2013,83
CS2135,12/23/2013,81
CS1883,8/27/2014,73
CS4099,5/22/2013,52
CS2794,4/15/2012,97
CS2645,6/24/2013,46
CS1555,12/16/2014,104
CS2109,3/22/2012,46
CS3471,1/3/2014,41
CS4426,12/1/2011,97
CS3687,12/14/2014,105
CS2178,10/18/2012,67
CS4774,4/27/2014,36
CS3392,6/7/2013,102
CS3075,5/11/2012,39
CS2783,10/3/2011,42
CS4160,9/17/2014,47
CS1954,8/5/2012,62
CS3874,7/17/2014,56
CS3428,9/25/2013,35
CS3757,3/24/2014,73
CS3942,4/20/2014,91
CS5433,9/12/2013,86
CS6009,1/23/2014,99
CS1976,12/16/2012,75
CS2178,9/8/2013,84
CS3543,8/22/2012,44
CS3269,1/5/2013,61
CS2990,11/14/2014,93
CS3362,10/3/2014,53
CS1112,1/14/2015,39
CS3995,10/6/2014,47
CS1418,10/28/2013,63
CS2871,5/2/2012,98
CS4445,4/12/2012,56
CS1685,4/10/2013,75
CS3074,3/11/2012,93
CS3539,3/11/2013,92
CS1319,6/3/2013,70
CS4133,2/23/2013,73
CS5182,6/2/2013,85
CS4391,8/13/2011,68
CS1164,3/6/2013,99
CS4969,9/6/2013,58
CS3997,7/4/2013,50
CS5754,6/9/2014,35
CS4712,12/8/2013,51
CS4333,1/24/2012,86
CS2422,9/7/2013,93
CS1456,7/20/2011,87
CS2165,7/27/2012,46
CS5189,10/6/2014,43
CS2415,10/26/2013,99
CS5947,4/20/2012,51
CS5689,11/8/2013,69
CS1977,1/23/2015,87
CS4444,12/28/2014,58
CS1828,3/14/2014,80
CS4271,9/10/2014,102
CS5299,1/16/2013,104
CS5449,8/2/2011,62
CS5135,2/13/2015,70
CS3777,11/18/2014,96
CS5020,1/14/2014,51
CS5586,8/16/2011,61
CS2902,9/14/2011,94
CS1897,8/26/2012,61
CS2710,6/22/2012,90
CS3898,5/30/2014,81
CS4269,2/15/2014,102
CS2601,6/5/2012,100
CS2623,8/10/2014,46
CS5963,8/25/2014,88
CS5090,9/5/2014,56
CS1664,4/7/2014,74
CS5169,3/21/2013,52
CS5903,2/14/2013,80
CS2998,5/3/2012,69
CS1325,1/9/2012,50
CS5848,8/8/2011,73
CS1232,7/5/2012,43
CS4988,4/11/2013,92
CS4645,1/9/2013,66
CS3446,6/6/2012,48
CS2971,4/22/2014,90
CS1407,9/26/2011,76
CS1428,4/2/2014,86
CS2202,10/20/2012,81
CS1969,6/30/2013,53
CS1924,5/29/2012,105
CS5240,1/5/2015,53
CS3055,6/25/2012,100
CS5247,11/13/2013,88
CS4077,12/6/2013,55
CS2683,9/20/2011,44
CS1341,1/1/2013,75
CS3047,2/11/2012,38
CS5505,2/25/2014,41
CS1483,10/4/2013,51
CS1240,2/9/2014,36
CS3879,10/19/2013,80
CS3119,1/24/2014,79
CS5100,10/29/2013,60
CS2628,7/10/2011,58
CS1221,9/5/2012,83
CS5492,11/8/2011,101
CS2187,8/30/2011,69
CS4918,12/24/2012,58
CS2983,7/14/2012,76
CS5928,12/4/2013,74
CS3580,1/13/2012,94
CS3251,10/28/2014,52
CS2387,4/23/2014,60
CS5809,1/17/2012,105
CS5373,9/12/2014,58
CS5418,2/7/2013,70
CS2830,1/4/2014,103
CS1347,11/26/2011,40
CS1162,2/20/2014,71
CS1860,9/27/2014,63
CS4009,3/26/2012,105
CS3381,9/20/2011,60
CS5428,12/7/2011,40
CS3081,2/4/2013,57
CS5450,8/4/2013,38
CS5970,7/23/2013,102
CS1347,7/12/2011,98
CS2899,2/7/2015,62
CS6075,8/23/2013,73
CS2924,5/19/2012,97
CS1321,11/12/2014,96
CS3999,12/31/2011,86
CS2425,2/6/2015,46
CS1515,3/12/2013,37
CS3470,2/19/2013,91
CS2474,11/10/2013,60
CS3594,10/27/2011,73
CS4552,10/6/2014,63
CS5010,12/21/2011,70
CS2031,5/27/2012,42
CS4445,6/12/2013,84
CS4658,6/26/2013,98
CS3123,11/4/2012,35
CS4550,11/19/2013,68
CS4048,10/16/2012,50
CS3747,11/5/2013,104
CS3689,6/11/2013,63
CS3857,5/22/2012,38
CS4848,7/2/2013,38
CS4173,9/13/2013,90
CS2108,12/25/2011,52
CS4212,2/19/2012,95
CS6075,3/31/2013,66
CS2734,3/5/2013,104
CS1597,9/14/2011,81
CS5009,3/5/2012,41
CS4541,11/12/2014,67
CS5595,11/11/2013,58
CS3575,10/14/2012,35
CS3350,12/17/2013,72
CS1980,6/12/2013,72
CS3509,4/13/2013,41
CS2593,3/15/2014,100
CS6014,1/8/2012,43
CS6071,6/28/2014,52
CS1173,12/12/2014,74
CS4383,11/25/2012,84
CS3814,11/19/2014,86
CS2876,12/21/2012,74
CS5292,10/20/2011,51
CS3020,6/7/2011,45
CS3623,9/4/2011,42
CS1595,11/10/2013,77
CS4074,3/2/2014,93
CS3101,2/26/2013,100
CS4053,3/25/2012,40
CS5474,12/13/2011,81
CS4251,7/28/2011,37
CS5508,9/2/2011,98
CS3771,3/4/2015,45
CS3201,11/18/2014,104
CS5800,1/30/2015,57
CS2731,2/13/2013,84
CS3894,8/12/2011,70
CS3274,6/28/2014,38
CS4949,11/18/2012,84
CS4734,5/3/2012,75
CS3009,11/8/2013,54
CS4961,8/11/2011,89
CS2980,3/24/2012,73
CS2060,5/16/2011,44
CS1464,2/3/2012,71
CS2679,12/31/2013,70
CS3103,10/12/2013,45
CS1778,8/23/2012,97
CS1282,11/4/2014,101
CS1526,5/18/2013,74
CS2726,12/29/2011,52
CS1501,8/8/2014,83
CS4108,12/27/2013,95
CS5389,11/14/2012,44
CS2043,3/20/2012,59
CS1113,9/5/2012,67
CS5370,6/14/2012,61
CS5275,8/31/2012,65
CS5009,10/11/2012,103
CS3938,10/29/2012,40
CS1238,11/12/2014,76
CS5332,8/4/2013,52
CS4012,3/12/2014,90
CS1923,8/29/2014,77
CS2037,10/12/2012,51
CS6073,1/19/2014,42
CS1713,12/27/2014,96
CS2949,8/6/2014,36
CS3737,9/14/2011,61
CS3176,3/19/2014,37
CS1738,4/23/2012,68
CS1269,12/12/2012,38
CS3697,1/30/2014,97
CS5340,10/11/2012,101
CS3156,4/23/2012,75
CS1454,5/22/2011,61
CS5915,3/12/2012,47
CS5772,8/2/2012,91
CS2139,12/24/2014,72
CS5111,8/14/2014,69
CS5992,6/6/2011,63
CS3817,9/29/2011,104
CS6052,12/29/2014,76
CS4578,5/16/2012,80
CS2283,1/16/2014,60
CS3673,5/26/2012,76
CS4524,8/30/2012,54
CS4845,6/19/2013,91
CS6090,1/20/2015,83
CS4878,3/8/2013,42
CS2164,1/2/2013,40
CS2970,12/3/2011,83
CS3111,5/11/2014,100
CS2314,4/28/2012,43
CS1630,8/28/2014,77
CS2763,2/28/2015,89
CS3851,8/28/2013,70
CS4601,12/21/2014,44
CS1200,6/26/2013,78
CS2855,11/7/2014,48
CS2094,10/17/2012,43
CS2060,11/6/2014,90
CS4947,1/2/2013,97
CS2058,8/31/2014,58
CS3294,10/30/2012,79
CS5281,12/8/2011,70
CS5413,3/15/2015,55
CS4129,8/19/2011,72
CS4280,2/28/2013,62
CS3373,6/1/2011,82
CS2100,10/3/2014,97
CS3550,10/8/2011,73
CS3974,9/21/2012,103
CS2543,6/1/2013,35
CS2069,6/12/2014,42
CS6012,2/27/2015,63
CS1630,4/28/2013,56
CS3056,8/8/2012,88
CS4028,4/10/2014,79
CS2963,11/24/2011,36
CS4272,10/3/2014,36
CS4249,1/21/2012,56
CS4635,6/24/2014,65
CS5264,3/7/2015,42
CS1212,11/2/2013,67
CS5126,6/13/2013,84
CS2363,6/21/2012,77
CS2830,11/16/2014,65
CS2378,10/27/2012,89
CS4039,3/16/2015,102
CS4567,7/27/2012,65
CS3128,10/21/2012,37
CS3273,5/28/2012,42
CS5626,6/30/2011,68
CS5693,11/7/2012,64
CS4366,12/19/2011,49
CS5000,2/18/2014,82
CS1161,6/22/2011,41
CS4915,9/23/2011,57
CS4479,10/16/2012,99
CS2581,11/26/2012,66
CS5439,2/13/2015,60
CS2190,11/5/2014,38
CS5554,8/2/2012,55
CS2575,1/26/2013,74
CS4411,10/9/2012,73
CS5088,6/3/2014,48
CS2116,7/23/2011,58
CS1619,4/10/2013,85
CS1254,9/10/2012,91
CS3796,12/15/2011,102
CS5261,1/4/2013,48
CS6082,7/5/2014,77
CS1869,8/27/2012,42
CS2620,10/18/2011,83
CS1583,6/13/2012,65
CS4903,1/15/2014,79
CS5163,11/1/2012,59
CS5319,5/2/2014,43
CS4510,2/3/2014,77
CS4081,2/21/2012,39
CS2755,10/30/2013,105
CS4068,10/2/2014,105
CS4887,1/26/2014,58
CS1778,7/15/2014,42
CS2293,2/18/2013,56
CS5680,1/11/2015,92
CS5482,11/5/2012,94
CS5383,10/9/2011,77
CS4929,1/2/2015,88
CS5442,6/11/2012,64
CS4769,10/5/2011,52
CS3664,3/16/2014,75
CS2858,3/29/2013,40
CS1626,12/22/2013,80
CS2661,4/16/2013,39
CS4668,6/19/2013,43
CS5639,11/25/2011,49
CS5700,3/24/2012,80
CS2132,3/11/2012,39
CS1307,9/9/2012,57
CS2095,7/14/2014,62
CS2578,10/22/2012,49
CS6001,6/16/2014,47
CS1400,12/23/2011,72
CS1484,8/18/2012,103
CS4951,2/14/2013,59
CS5950,9/3/2014,54
CS4331,10/30/2012,83
CS3428,7/1/2011,102
CS5564,7/31/2012,39
CS4985,5/24/2013,92
CS3974,8/22/2011,57
CS4117,8/6/2012,73
CS4085,3/9/2013,87
CS1277,4/7/2012,73
CS3158,12/9/2012,53
CS3899,6/20/2012,76
CS5396,4/11/2013,88
CS2122,10/23/2013,66
CS3329,4/9/2014,51
CS1888,8/2/2013,59
CS5872,8/4/2011,43
CS1826,1/3/2015,86
CS4182,3/7/2014,73
CS1189,1/19/2012,48
CS4890,6/20/2014,37
CS5838,4/10/2013,84
CS4186,4/23/2012,82
CS1738,2/15/2013,57
CS3842,1/26/2013,91
CS2323,5/12/2014,47
CS2271,3/24/2013,105
CS4999,7/17/2011,63
CS3679,4/19/2013,74
CS1936,11/19/2011,93
CS4259,7/10/2014,82
CS3233,8/5/2013,105
CS3811,4/16/2014,81
CS5295,3/22/2013,98
CS2331,5/13/2013,51
CS5858,4/9/2014,88
CS4887,6/7/2013,70
CS3910,5/25/2013,77
CS5012,5/10/2012,63
CS4018,9/12/2014,83
CS2666,3/20/2014,99
CS4511,10/25/2013,69
CS4941,12/12/2011,78
CS1201,7/9/2013,59
CS4405,3/9/2014,82
CS5458,8/8/2012,105
CS3770,8/14/2012,66
CS2041,11/5/2012,85
CS5514,8/3/2013,53
CS1451,6/9/2011,100
CS4392,12/19/2012,103
CS2160,10/7/2012,78
CS3019,10/1/2014,42
CS2478,10/11/2011,82
CS2721,8/16/2014,73
CS1476,2/3/2012,82
CS5077,1/18/2013,47
CS2042,12/16/2011,92
CS2175,3/23/2012,94
CS1730,1/26/2013,100
CS2869,8/8/2014,77
CS3351,10/29/2012,94
CS6101,6/17/2012,41
CS5538,3/13/2013,49
CS2433,11/5/2013,49
CS5593,10/22/2011,53
CS4330,10/30/2012,93
CS5898,10/22/2013,67
CS2524,2/3/2012,60
CS3665,7/2/2014,72
CS5639,3/2/2015,80
CS3056,11/10/2014,40
CS5886,4/14/2012,62
CS5148,2/21/2012,58
CS2193,1/22/2014,84
CS3196,8/12/2012,45
CS4970,1/11/2014,96
CS1585,12/1/2013,63
CS3007,8/18/2013,66
CS3372,11/17/2014,85
CS5927,3/7/2015,53
CS2565,8/22/2013,61
CS4422,8/16/2012,65
CS3463,9/21/2013,61
CS5930,2/29/2012,68
CS3249,8/13/2013,89
CS5657,10/30/2011,60
CS1656,1/7/2014,40
CS4575,2/18/2013,59
CS1899,5/8/2013,57
CS4031,4/22/2012,80
CS2232,11/17/2011,44
CS1169,7/30/2014,76
CS5139,12/12/2014,91
CS5027,8/12/2012,60
CS3543,9/22/2012,46
CS3088,2/3/2014,37
CS3032,3/5/2015,42
CS3011,9/29/2013,82
CS2270,10/10/2012,63
CS4984,10/24/2011,42
CS2086,8/11/2012,99
CS1117,4/24/2014,56
CS4769,10/16/2012,72
CS5636,1/1/2012,65
CS5239,6/9/2012,85
CS5380,11/22/2011,72
CS2498,2/3/2014,40
CS4830,3/8/2014,96
CS3843,10/31/2011,88
CS3491,2/25/2015,42
CS1982,7/26/2012,101
CS1157,2/5/2015,74
CS3269,10/9/2011,49
CS5836,12/30/2012,75
CS4223,5/24/2013,90
CS1790,5/13/2014,72
CS3695,7/9/2011,41
CS6036,9/7/2013,62
CS4542,2/11/2012,57
CS2941,8/5/2012,103
CS1481,2/22/2012,52
CS4608,9/18/2014,84
CS5342,4/20/2013,36
CS4920,4/28/2012,102
CS4109,5/18/2012,49
CS3850,5/8/2014,101
CS5125,12/15/2014,61
CS3255,7/15/2014,93
CS1546,5/2/2012,97
CS4415,8/1/2012,87
CS1503,4/4/2012,104
CS1877,12/13/2013,81
CS2789,11/1/2014,49
CS5748,3/25/2012,77
CS5684,10/25/2011,93
CS3153,4/1/2014,42
CS2658,1/1/2012,72
CS4023,9/10/2012,62
CS2629,10/15/2013,35
CS3759,1/10/2013,52
CS2987,11/12/2012,99
CS1951,6/12/2014,95
CS1691,11/20/2014,40
CS3082,5/19/2012,89
CS4482,3/4/2014,95
CS2124,4/13/2014,74
CS3286,10/11/2014,40
CS2480,11/27/2014,62
CS5151,1/11/2014,40
CS1844,6/29/2012,76
CS5202,12/21/2013,63
CS1610,2/12/2015,50
CS2140,6/22/2011,98
CS5655,7/22/2012,55
CS4867,2/12/2014,58
CS3045,9/19/2012,35
CS5468,1/20/2015,83
CS3960,10/15/2014,54
CS5271,9/15/2014,65
CS2288,3/27/2014,78
CS5068,12/2/2012,35
CS5450,6/24/2012,85
CS1355,9/14/2013,82
CS1496,6/27/2012,64
CS3721,1/25/2013,94
CS5432,8/10/2014,73
CS1271,3/9/2014,77
CS5563,10/27/2013,43
CS3706,2/7/2014,41
CS4050,10/25/2014,96
CS3059,10/5/2013,99
CS2943,9/3/2012,94
CS4151,10/11/2012,53
CS5868,1/31/2012,58
CS2150,4/18/2012,77
CS5856,9/27/2011,48
CS5693,9/12/2011,95
CS1885,3/22/2013,42
CS3870,4/30/2013,52
CS2153,3/4/2015,96
CS5426,1/1/2012,74
CS4504,5/4/2013,46
CS6076,10/18/2014,66
CS5514,1/4/2012,105
CS2575,7/13/2013,92
CS3531,7/30/2013,98
CS2109,9/27/2012,58
CS6091,12/17/2011,90
CS3275,6/7/2012,38
CS2900,7/14/2013,80
CS4670,7/5/2013,89
CS5000,1/14/2013,64
CS1274,11/18/2014,38
CS5828,12/11/2012,81
CS1748,11/16/2011,36
CS6087,5/19/2013,88
CS5855,5/2/2014,67
CS2514,8/20/2013,42
CS2597,1/8/2013,71
CS3683,6/8/2014,88
CS1894,10/2/2012,82
CS4098,12/5/2013,71
CS5350,7/23/2012,86
CS3364,4/16/2013,86
CS3274,9/25/2014,67
CS4416,9/11/2013,40
CS5209,2/4/2013,59
CS3594,7/22/2012,91
CS5679,9/30/2013,104
CS3911,3/6/2015,90
CS5757,6/4/2012,97
CS5898,1/22/2012,66
CS4301,11/25/2014,73
CS3263,3/2/2013,72
CS1291,8/20/2012,35
CS4533,11/10/2014,92
CS2263,3/22/2013,47
CS5696,12/12/2014,91
CS4044,8/1/2013,44
CS5145,11/9/2011,80
CS3139,11/22/2013,71
CS4776,10/30/2012,95
CS4333,3/11/2013,41
CS1849,12/19/2011,47
CS4463,6/30/2012,93
CS4517,2/16/2013,103
CS5201,4/26/2014,40
CS4461,5/27/2014,68
CS5551,3/5/2015,78
CS6076,2/3/2012,78
CS3954,11/10/2014,97
CS5042,3/22/2014,98
CS3591,1/5/2015,55
CS5568,10/5/2014,56
CS4152,10/29/2014,95
CS3131,12/26/2014,60
CS3251,6/21/2013,49
CS3649,7/21/2014,77
CS4134,10/29/2011,42
CS1453,1/17/2012,79
CS5534,10/2/2012,104
CS4411,3/19/2014,97
CS2913,5/5/2013,47
CS3127,8/25/2011,52
CS5504,10/19/2014,42
CS2400,1/27/2015,48
CS3286,9/20/2014,52
CS4665,1/12/2014,43
CS2315,5/5/2012,40
CS1727,6/24/2014,58
CS1310,4/8/2012,102
CS4547,6/16/2014,73
CS2866,2/12/2014,38
CS5415,7/4/2013,66
CS1874,4/1/2012,70
CS4165,1/22/2014,55
CS3986,6/25/2011,64
CS6103,12/5/2011,96
CS2858,12/19/2013,55
CS3473,5/2/2013,81
CS5810,8/22/2012,49
CS3154,7/10/2011,66
CS4053,9/14/2011,76
CS4050,8/18/2012,67
CS3207,3/26/2012,53
CS3984,12/16/2013,48
CS3278,1/4/2013,53
CS1461,7/29/2012,62
CS3421,2/26/2015,92
CS3689,8/26/2013,61
CS4767,6/22/2013,64
CS5875,10/29/2013,83
CS5801,6/5/2012,46
CS4265,7/17/2013,83
CS4676,2/25/2012,81
CS6102,1/18/2012,57
CS5581,8/1/2013,63
CS2848,12/26/2013,88
CS3961,10/5/2013,55
CS3745,11/7/2014,70
CS5632,7/26/2013,66
CS4892,10/6/2011,81
CS2370,11/18/2014,96
CS5556,3/13/2015,54
CS2973,5/3/2012,80
CS2280,3/29/2012,55
CS3745,1/3/2015,54
CS2651,12/1/2011,93
CS6024,8/16/2013,50
CS4202,12/10/2011,65
CS1729,5/17/2012,42
CS4718,11/1/2014,60
CS4080,1/8/2015,44
CS4851,11/4/2012,69
CS4574,3/9/2014,69
CS3488,1/5/2013,69
CS3693,11/26/2011,82
CS2544,2/20/2013,81
CS5908,10/2/2012,48
CS2554,3/3/2014,73
CS2937,7/12/2014,52
CS1450,6/11/2013,43
CS1446,3/3/2015,35
CS5084,3/9/2012,63
CS4770,9/8/2012,97
CS3501,2/1/2015,47
CS2347,9/7/2013,79
CS5434,12/7/2012,102
CS5772,6/26/2012,38
CS4113,12/29/2012,86
CS4141,4/10/2013,89
CS4447,11/15/2012,79
CS3450,11/23/2013,61
CS4189,6/26/2011,105
CS2358,4/11/2012,90
CS2019,3/11/2013,41
CS3085,7/18/2013,104
CS2082,2/20/2013,62
CS4686,3/21/2014,74
CS3680,2/7/2012,54
CS3260,9/14/2013,77
CS2544,9/8/2011,52
CS3107,2/15/2015,101
CS2903,10/22/2012,86
CS5375,5/30/2014,105
CS2772,8/14/2011,91
CS5044,3/24/2014,79
CS4517,10/28/2011,77
CS4859,10/20/2012,85
CS5970,8/18/2013,99
CS4281,1/18/2013,55
CS2419,1/30/2012,72
CS4435,11/17/2011,86
CS5862,11/4/2014,79
CS1302,2/14/2015,69
CS3716,4/23/2013,53
CS2177,11/6/2013,38
CS3171,3/10/2013,67
CS3233,9/10/2012,62
CS1485,7/17/2014,105
CS3788,10/2/2013,93
CS4479,3/24/2014,99
CS1527,9/17/2013,44
CS3221,6/30/2013,83
CS4243,3/7/2014,99
CS2655,6/15/2012,63
CS1371,7/18/2012,49
CS2566,9/5/2014,96
CS3015,1/29/2013,37
CS6020,1/30/2013,66
CS1186,10/26/2014,81
CS4259,9/17/2011,42
CS2136,8/22/2012,79
CS4505,1/13/2013,58
CS3463,1/5/2015,91
CS5705,1/10/2014,65
CS3982,12/23/2012,72
CS2191,3/13/2014,66
CS1942,10/10/2012,44
CS3458,10/30/2014,49
CS3052,7/4/2011,41
CS1946,11/9/2012,93
CS3414,5/29/2011,37
CS1563,10/22/2013,68
CS1619,9/13/2012,52
CS1895,11/6/2011,44
CS3542,10/15/2012,98
CS3214,10/10/2011,79
CS1643,12/15/2013,48
CS2770,8/7/2014,47
CS3817,1/30/2013,101
CS5981,11/9/2011,86
CS3425,8/9/2012,55
CS5226,7/24/2014,64
CS1334,11/8/2014,49
CS1730,4/8/2014,40
CS2083,10/24/2011,58
CS2387,4/30/2013,77
CS4861,4/3/2014,92
CS4591,7/21/2011,49
CS3318,9/10/2013,81
CS5990,12/17/2013,77
CS5173,3/20/2012,58
CS3272,6/18/2012,69
CS1231,5/16/2012,68
CS3287,7/1/2012,90
CS4333,10/14/2012,47
CS1732,7/24/2014,98
CS2916,12/24/2014,82
CS2381,10/30/2011,72
CS2459,2/15/2012,76
CS3953,6/9/2012,100
CS2170,2/7/2012,103
CS3954,10/10/2013,91
CS1326,6/22/2011,58
CS3831,5/29/2013,51
CS5671,3/7/2015,41
CS5958,9/11/2011,98
CS1946,1/12/2014,48
CS3078,6/29/2014,40
CS4759,1/22/2012,41
CS1178,10/16/2011,88
CS2708,3/11/2013,53
CS4147,5/5/2013,60
CS4070,10/20/2013,55
CS3734,9/7/2012,100
CS3099,4/9/2012,75
CS2303,7/4/2014,46
CS4777,6/26/2014,35
CS3139,9/8/2014,67
CS3619,4/15/2013,91
CS5898,11/14/2011,71
CS3046,12/2/2014,54
CS2541,5/7/2013,64
CS3586,2/11/2013,87
CS3279,8/5/2014,49
CS4202,2/12/2015,53
CS2047,2/20/2014,103
CS3502,7/21/2012,62
CS1835,12/15/2012,58
CS3110,6/10/2012,92
CS3623,5/7/2014,96
CS4842,1/25/2015,96
CS2653,8/24/2014,59
CS2054,6/27/2014,50
CS2704,6/25/2012,97
CS2206,2/13/2013,54
CS1739,1/29/2012,61
CS5422,11/7/2012,59
CS2026,3/31/2012,45
CS1727,8/7/2014,45
CS5928,2/4/2015,97
CS4458,11/10/2014,81
CS3201,10/31/2012,66
CS1206,6/27/2012,42
CS4452,5/30/2013,94
CS4553,2/21/2012,104
CS2783,3/15/2014,84
CS3814,9/9/2013,83
CS4859,11/11/2014,89
CS1485,6/23/2011,72
CS2015,6/15/2012,78
CS5877,1/31/2013,48
CS1887,11/19/2014,78
CS1156,9/1/2013,39
CS5476,8/18/2011,69
CS2273,12/28/2013,92
CS1467,6/27/2011,99
CS5283,5/26/2012,97
CS2715,8/3/2013,56
CS3213,1/16/2012,88
CS1561,3/15/2015,103
CS2038,11/20/2012,104
CS1369,3/13/2013,68
CS5025,8/23/2013,60
CS4972,3/29/2014,70
CS1403,8/8/2013,90
CS5101,5/16/2011,96
CS1982,5/4/2012,94
CS3281,7/25/2012,61
CS2978,1/23/2012,85
CS5220,6/30/2012,75
CS5623,1/26/2015,60
CS4475,1/12/2013,105
CS1500,4/28/2012,92
CS5865,2/8/2014,46
CS2508,4/14/2012,57
CS1432,6/9/2013,55
CS5881,12/6/2011,69
CS3317,2/16/2015,65
CS6025,6/1/2014,39
CS4745,6/16/2011,80
CS5773,9/18/2014,73
CS1504,7/31/2012,81
CS2143,11/19/2012,37
CS2524,2/25/2013,103
CS2311,7/9/2013,45
CS4642,8/11/2012,74
CS4104,12/5/2013,46
CS4824,12/2/2012,67
CS4469,1/14/2013,81
CS3200,9/30/2012,105
CS2457,9/26/2013,46
CS3421,8/8/2012,44
CS4447,4/18/2014,91
CS3467,2/7/2014,35
CS2281,4/13/2013,77
CS5424,6/21/2012,98
CS1481,10/10/2012,68
CS3894,8/17/2013,39
CS3008,8/7/2012,87
CS3091,2/25/2012,95
CS1283,8/14/2013,73
CS4933,5/9/2014,52
CS1368,3/25/2012,42
CS2042,11/27/2011,66
CS1451,5/15/2012,65
CS3144,8/31/2014,77
CS1874,4/11/2013,50
CS3557,3/10/2015,50
CS6102,3/15/2013,69
CS3024,10/28/2013,99
CS4121,11/13/2012,53
CS2144,1/23/2012,37
CS4809,7/31/2011,81
CS3696,5/22/2012,59
CS5843,8/5/2014,42
CS3369,4/8/2013,54
CS1229,12/31/2014,63
CS2831,1/11/2014,89
CS2865,11/12/2011,85
CS1517,12/4/2013,85
CS1225,10/4/2012,65
CS4243,6/26/2012,46
CS3919,8/27/2012,52
CS4237,9/6/2011,49
CS4424,3/10/2013,77
CS1205,6/6/2014,101
CS4509,1/11/2013,41
CS1852,3/18/2014,96
CS4320,11/28/2011,51
CS1290,7/25/2013,69
CS3554,2/26/2013,36
CS3274,6/8/2011,104
CS5989,5/9/2012,53
CS5970,12/5/2013,69
CS4688,8/30/2012,88
CS4572,10/22/2011,59
CS3157,10/12/2014,100
CS4524,11/8/2014,35
CS4813,5/4/2013,91
CS2205,8/4/2013,40
CS4989,7/17/2013,47
CS2632,3/6/2013,42
CS2392,12/26/2013,95
CS2432,7/30/2011,99
CS3785,1/27/2015,93
CS3649,5/16/2012,50
CS5170,6/7/2014,80
CS4020,7/13/2012,44
CS3377,6/23/2011,105
CS1966,7/24/2014,93
CS3378,5/14/2013,99
CS5538,2/9/2014,56
CS3299,10/13/2012,36
CS4760,7/17/2013,71
CS3848,12/31/2012,62
CS2119,5/18/2011,84
CS2190,3/29/2014,52
CS4484,6/12/2011,63
CS2620,10/23/2013,46
CS2053,7/13/2011,38
CS3294,8/17/2013,80
